dataset,n,cols,k,clusters,mpi_procs,sigma,t_load,t_degree,t_laplacian,t_eigen,t_kmeans,t_total,quality
data/matrix_852x739.txt,852,739,3,3,8,11097.3654,1.037822,0.027547,1.079987,1.867890,0.003594,4.068068,1.001172
data/matrix_852x739.txt,852,739,3,3,16,11097.3654,1.055848,0.000407,0.045085,1.608869,0.005095,2.720444,1.002417
data/matrix_929x622.txt,929,622,3,3,16,10172.9898,1.036120,0.000453,0.060094,1.998376,0.004982,3.109844,0.999305
data/matrix_929x622.txt,929,622,3,3,8,10172.9898,1.946354,0.017549,0.227828,2.702632,0.003695,4.943568,0.999560
data/matrix_929x701.txt,929,701,3,3,16,10807.3284,1.199268,0.000421,0.057869,2.150542,0.006101,3.425151,1.001506
data/matrix_95x73.txt,95,73,3,3,16,3443.1123,0.024200,0.000112,0.000674,0.004107,0.004923,0.034346,1.004457
data/test10.txt,6,-1,3,3,16,-1.0000,0.000300,0.000072,0.000049,0.000188,0.003215,0.004050,2.318009
data/test10_wam.txt,9,-1,3,3,16,-1.0000,0.000441,0.000094,0.000042,0.000206,0.005759,0.006793,0.216363
data/test11.txt,12,-1,3,3,16,-1.0000,0.000395,0.000087,0.000112,0.000237,0.004767,0.005886,1.744754
data/test12.txt,12,-1,3,3,16,-1.0000,0.003306,0.000083,0.000047,0.000243,0.005267,0.009223,-0.975652
data/test13.txt,12,-1,3,3,16,-1.0000,0.000283,0.000079,0.000079,0.000229,0.005072,0.005986,0.368711
data/test14.txt,12,-1,3,3,16,-1.0000,0.000229,0.000084,0.000089,0.000222,0.006942,0.007809,0.199952
data/test16.txt,6,-1,3,3,16,-1.0000,0.000316,0.000073,0.000055,0.000196,0.005264,0.006106,-1.066005
data/matrix_929x701.txt,929,701,3,3,8,10807.3284,1.520238,0.015013,0.072949,2.435853,0.020109,4.081067,1.001024
data/test1.txt,10,5,3,3,16,3.8247,0.001148,0.000078,0.000065,0.000176,0.006450,0.008183,0.968869
data/test1_wam.txt,10,-1,3,3,16,-1.0000,0.000290,0.000086,0.000062,0.000210,0.005274,0.006185,1.459887
data/test22.txt,5,-1,3,3,16,-1.0000,0.000295,0.000085,0.000053,0.000197,0.004992,0.005871,2.848799
data/matrix_95x73.txt,95,73,3,3,8,3443.1123,0.066819,0.000082,0.000547,0.003821,0.181490,0.266605,1.003903
data/test23.txt,10,-1,3,3,16,-1.0000,0.000293,0.000086,0.000106,0.000220,0.007301,0.008316,1.542578
data/test10.txt,6,-1,3,3,8,-1.0000,0.000286,0.000083,0.000042,0.000181,0.003288,0.004036,2.318009
data/test25.txt,10,-1,3,3,16,-1.0000,0.000797,0.000085,0.000069,0.000224,0.006449,0.007875,1.066853
data/test10_wam.txt,9,-1,3,3,8,-1.0000,0.000361,0.000093,0.000051,0.000218,0.003037,0.003895,0.135638
data/test26.txt,8,-1,3,3,16,-1.0000,0.000266,0.000096,0.000102,0.000214,0.005116,0.006055,-5.717618
data/test11.txt,12,-1,3,3,8,-1.0000,0.000325,0.000083,0.000054,0.000222,0.002965,0.003778,-7.734346
data/test27.txt,3,-1,3,3,16,-1.0000,0.000255,0.000084,0.000058,0.000190,0.005670,0.006506,-0.000000
data/test12.txt,12,-1,3,3,8,-1.0000,0.000354,0.000060,0.000041,0.000215,0.002613,0.003412,1.114995
data/test28.txt,12,-1,3,3,16,-1.0000,0.000300,0.000083,0.000112,0.000227,0.006155,0.007190,-2.212129
data/test13.txt,12,-1,3,3,8,-1.0000,0.000341,0.000092,0.000057,0.000224,0.003302,0.004148,-0.231140
data/test14.txt,12,-1,3,3,8,-1.0000,0.000335,0.000092,0.000055,0.000218,0.003116,0.003951,2.228631
data/test29.txt,4,-1,3,3,16,-1.0000,0.000296,0.000082,0.000051,0.000193,0.004421,0.005309,12.092214
data/test2.txt,43,4,3,3,16,3.9149,0.001331,0.000103,0.000289,0.000860,0.006249,0.009023,1.067560
data/test16.txt,6,-1,3,3,8,-1.0000,0.000220,0.000108,0.000035,0.000172,0.003419,0.004124,-1.066005
data/test2_wam.txt,43,-1,3,3,16,-1.0000,0.001005,0.000080,0.000227,0.000751,0.004989,0.007300,1.640536
data/test30.txt,12,-1,3,3,16,-1.0000,0.001657,0.000084,0.000090,0.000228,0.005860,0.008151,1.744754
data/test31.txt,3,-1,3,3,16,-1.0000,0.000191,0.000093,0.000049,0.000185,0.006943,0.007723,0.000000
data/test1.txt,10,5,3,3,8,3.8247,0.000292,0.000079,0.000051,0.000199,0.002947,0.003730,0.928981
data/test3.txt,15,6,3,3,16,4.4316,0.000676,0.000071,0.000095,0.000237,0.005074,0.006402,1.081853
data/test3_wam.txt,15,-1,3,3,16,-1.0000,0.000346,0.000082,0.000125,0.000245,0.006550,0.007627,4.049324
data/test4.txt,14,4,3,3,16,4.0100,0.000484,0.000070,0.000109,0.000224,0.005563,0.006702,0.970153
data/test1_wam.txt,10,-1,3,3,8,-1.0000,0.008602,0.000129,0.000040,0.000244,0.382572,0.425081,0.123695
data/test4_wam.txt,14,-1,3,3,16,-1.0000,0.000376,0.000078,0.000087,0.000218,0.006549,0.007607,1.495785
data/test5.txt,23,3,3,3,16,2.9702,0.000417,0.000116,0.000174,0.000325,0.007233,0.008518,0.787800
data/test5_wam.txt,23,-1,3,3,16,-1.0000,0.000391,0.000077,0.000176,0.000363,0.006548,0.007852,0.515088
data/test22.txt,5,-1,3,3,8,-1.0000,0.000356,0.005887,0.000014,0.000211,0.017533,0.027520,1.920653
data/test6.txt,37,3,3,3,16,3.3110,0.000810,0.000086,0.000219,0.000627,0.004982,0.007169,0.976809
data/test23.txt,10,-1,3,3,8,-1.0000,0.000324,0.000055,0.000032,0.000191,0.002608,0.003331,0.610246
data/test6_wam.txt,37,-1,3,3,16,-1.0000,0.000602,0.000062,0.000216,0.000596,0.006742,0.008513,0.853977
data/test25.txt,10,-1,3,3,8,-1.0000,0.000401,0.000069,0.000047,0.000189,0.003304,0.004143,2.243892
data/test26.txt,8,-1,3,3,8,-1.0000,0.000256,0.000077,0.000041,0.000190,0.003015,0.003727,-8.356960
data/test7.txt,40,4,3,3,16,3.9786,0.001358,0.000087,0.000254,0.000728,0.005716,0.008356,0.969235
data/test7_wam.txt,40,-1,3,3,16,-1.0000,0.000693,0.000090,0.000263,0.000645,0.006352,0.008243,0.900222
data/test8_j.txt,6,-1,3,3,16,-1.0000,0.000236,0.000083,0.000059,0.000208,0.006840,0.007695,7.296263
data/test27.txt,3,-1,3,3,8,-1.0000,0.000303,0.017184,0.017139,0.000170,0.002928,0.105375,-0.000000
data/test28.txt,12,-1,3,3,8,-1.0000,0.000303,0.000082,0.000051,0.000220,0.002845,0.003623,-1.143184
data/test8.txt,30,6,3,3,16,4.6636,0.000577,0.000067,0.000201,0.000430,0.006306,0.007845,1.075032
data/test29.txt,4,-1,3,3,8,-1.0000,0.001393,0.000096,0.000038,0.000184,0.002988,0.004843,12.092214
data/test8_wam.txt,30,-1,3,3,16,-1.0000,0.000365,0.000074,0.000188,0.000399,0.004899,0.006175,0.960937
data/test2.txt,43,4,3,3,8,3.9149,0.001257,0.000072,0.000194,0.000808,0.003292,0.005763,1.065787
data/test9.txt,22,4,3,3,16,3.8130,0.000304,0.000066,0.000192,0.000340,0.006602,0.007796,1.113183
data/test2_wam.txt,43,-1,3,3,8,-1.0000,0.001621,0.000088,0.000168,0.000693,0.002977,0.005689,9.291066
data/test9_wam.txt,22,-1,3,3,16,-1.0000,0.000385,0.000070,0.000179,0.000302,0.006701,0.007894,1.455446
data/test30.txt,12,-1,3,3,8,-1.0000,0.000315,0.000077,0.000064,0.000229,0.002949,0.003752,-7.734346
data/test31.txt,3,-1,3,3,8,-1.0000,0.000291,0.000085,0.000032,0.000175,0.003275,0.003993,0.000000
data/test3.txt,15,6,3,3,8,4.4316,0.000485,0.011143,0.000070,0.000249,0.116975,0.151283,1.092046
data/test3_wam.txt,15,-1,3,3,8,-1.0000,0.000220,0.000083,0.000084,0.000217,0.003042,0.003812,6.760942
data/test4.txt,14,4,3,3,8,4.0100,0.000318,0.000067,0.000081,0.000214,0.003221,0.004053,1.156599
data/test4_wam.txt,14,-1,3,3,8,-1.0000,0.000573,0.000088,0.000089,0.000243,0.061815,0.062971,1.815890
data/test5.txt,23,3,3,3,8,2.9702,0.000598,0.000087,0.000112,0.000315,0.002983,0.004277,0.885311
data/test5_wam.txt,23,-1,3,3,8,-1.0000,0.008186,0.004640,0.011999,0.000359,0.923095,0.991352,0.656188
data/test6.txt,37,3,3,3,8,3.3110,0.000753,0.000082,0.000167,0.000587,0.003301,0.005074,1.001294
data/test6_wam.txt,37,-1,3,3,8,-1.0000,0.000619,0.000063,0.000150,0.000614,0.003330,0.004973,1.200541
data/test7.txt,40,4,3,3,8,3.9786,0.000969,0.000061,0.000150,0.000646,0.002974,0.004912,1.046380
data/test7_wam.txt,40,-1,3,3,8,-1.0000,0.000750,0.000062,0.000160,0.000638,0.003061,0.004804,9.828780
data/test8_j.txt,6,-1,3,3,8,-1.0000,0.000284,0.000083,0.000041,0.000182,0.003028,0.003773,7.296263
data/test8.txt,30,6,3,3,8,4.6636,0.000544,0.000060,0.000136,0.000409,0.003301,0.004594,1.041380
data/test8_wam.txt,30,-1,3,3,8,-1.0000,0.000514,0.000066,0.000155,0.000362,0.003096,0.004386,inf
data/test9.txt,22,4,3,3,8,3.8130,0.000443,0.000071,0.000125,0.000294,0.003303,0.004409,1.042934
data/test9_wam.txt,22,-1,3,3,8,-1.0000,0.000297,0.000074,0.000112,0.000289,0.003073,0.004051,1.040036
data/matrix_100x100.txt,100,-1,3,3,32,-1.0000,0.061182,0.023988,0.040107,0.018695,0.371888,0.547037,-1.190115
data/matrix_110x141.txt,110,141,3,3,32,4824.4776,0.052073,0.027968,0.034984,0.005815,0.170884,0.378849,0.985654
data/matrix_123x162.txt,123,162,3,3,32,5204.3886,0.102293,0.002594,0.001240,0.007713,0.056096,0.184254,0.989950
data/matrix_123x445.txt,123,445,3,3,32,8631.5788,0.101697,0.026018,0.051949,0.007190,0.732228,0.979235,0.999211
data/matrix_156x91.txt,156,91,3,3,32,3875.6203,0.069505,0.003615,0.022456,0.014885,0.058090,0.195030,0.981262
data/matrix_159x278.txt,159,278,3,3,32,6802.0947,0.105355,0.042642,0.095038,0.015405,0.137961,0.472901,0.989747
data/matrix_179x255.txt,179,255,3,3,32,6522.9394,0.130815,0.013007,0.048161,0.019477,0.026459,0.275515,0.993266
data/matrix_196x494.txt,196,494,3,3,32,9081.8312,0.189008,0.017986,0.039156,0.064170,0.225424,0.603410,0.997734
data/matrix_200x411.txt,200,411,3,3,32,8273.8263,0.111949,0.014340,0.022293,0.025267,0.022663,0.205624,0.996019
data/matrix_201x636.txt,201,636,3,3,32,10305.5938,0.219424,0.012608,0.053236,0.029001,0.134298,0.484438,0.999482
data/matrix_205x78.txt,205,78,3,3,32,3590.4118,0.092526,0.012264,0.051429,0.029394,0.125613,0.347523,0.984016
data/matrix_208x53.txt,208,53,3,3,32,2972.5467,0.078388,0.020012,0.087979,0.055118,0.046582,0.376550,0.980653
data/matrix_227x624.txt,227,624,3,3,32,10192.9607,0.218617,0.026034,0.123280,0.040277,0.642367,1.105009,0.996349
data/matrix_232x81.txt,232,81,3,3,32,3670.9390,0.109895,0.005022,0.052171,0.042089,0.511786,0.791699,0.983451
data/matrix_249x263.txt,249,263,3,3,32,6608.6249,0.162462,0.018342,0.076850,0.051431,0.052777,0.387738,0.997905
data/matrix_257x286.txt,257,286,3,3,32,6897.2737,0.215470,0.011288,0.052071,0.119583,0.490952,0.921978,0.995554
data/matrix_272x371.txt,272,371,3,3,32,7882.7842,0.159297,0.026234,0.212994,0.131924,0.160029,0.757130,1.003341
data/matrix_273x395.txt,273,395,3,3,32,8104.4700,0.284818,0.052205,0.236295,0.064771,0.007585,0.778590,0.999516
data/matrix_274x436.txt,274,436,3,3,32,8529.7179,0.280784,0.052209,0.371014,0.077096,0.146158,1.031321,1.002614
data/matrix_290x482.txt,290,482,3,3,32,8958.6086,0.154928,0.026079,0.033871,0.071578,0.014811,0.330621,1.002560
data/matrix_294x126.txt,294,126,3,3,32,4581.6758,0.177207,0.018218,0.078931,0.154547,0.081925,0.585975,0.997867
data/matrix_352x247.txt,352,247,3,3,32,6394.8603,0.112906,0.003662,0.030860,0.112052,0.007119,0.275501,1.001812
data/matrix_357x711.txt,357,711,3,3,32,10874.6229,0.264966,0.008061,0.025422,0.117613,0.006859,0.432708,1.001274
data/matrix_371x226.txt,371,226,3,3,32,6136.0122,0.133291,0.020418,0.055041,0.135820,0.009772,0.373305,1.001988
data/matrix_416x873.txt,416,873,3,3,32,12076.9389,0.350274,0.003227,0.024105,0.191752,0.008046,0.582227,0.994977
data/matrix_424x486.txt,424,486,3,3,32,8991.3646,0.233507,0.027105,0.022914,0.206981,0.006538,0.508781,1.000173
data/matrix_435x821.txt,435,821,3,3,32,11689.6292,0.346747,0.003312,0.033097,0.220983,0.006756,0.615570,0.999529
data/matrix_437x474.txt,437,474,3,3,32,8889.5782,0.235756,0.003572,0.020465,0.212610,0.009572,0.485173,1.005602
data/matrix_447x648.txt,447,648,3,3,32,10389.1282,0.292239,0.000696,0.035821,0.233339,0.006633,0.571971,0.995417
data/matrix_497x203.txt,497,203,3,3,32,5818.3137,0.153483,0.003823,0.027146,0.317827,0.006378,0.512433,0.994364
data/matrix_50x25.txt,50,25,3,3,32,2008.0940,0.002996,0.003870,0.000629,0.001157,0.006806,0.037076,1.009350
data/matrix_6x100.txt,6,100,3,3,32,4206.8968,0.000586,0.008032,0.014051,0.000332,0.029694,0.113639,1.040422
data/matrix_765x773.txt,765,773,3,3,32,11344.5284,2.854252,0.040155,0.199232,2.282815,0.548061,5.991699,1.001485
data/matrix_810x680.txt,810,680,3,3,32,10627.4697,2.320892,0.045110,0.386778,2.187647,0.020741,4.994719,0.996764
data/matrix_82x265.txt,82,265,3,3,32,6625.3773,0.041511,0.021778,0.078003,0.003118,0.802236,1.035235,0.993282
data/matrix_852x739.txt,852,739,3,3,32,11097.3654,1.090972,0.000718,0.100712,1.768281,0.007154,2.971543,1.002618
data/matrix_929x622.txt,929,622,3,3,32,10172.9898,0.942920,0.000470,0.070415,1.866688,0.006789,2.894729,0.999090
data/matrix_929x701.txt,929,701,3,3,32,10807.3284,1.049882,0.000440,0.071565,1.836642,0.008264,2.975428,1.003094
data/matrix_95x73.txt,95,73,3,3,32,3443.1123,0.026428,0.003284,0.000850,0.003454,0.010786,0.045410,1.004203
data/test10.txt,6,-1,3,3,32,-1.0000,0.002251,0.003413,0.000034,0.000163,0.013749,0.020035,0.986613
data/test10_wam.txt,9,-1,3,3,32,-1.0000,0.000469,0.011961,0.001947,0.000210,0.050604,0.092414,0.007973
data/test11.txt,12,-1,3,3,32,-1.0000,0.000457,0.004983,0.003983,0.000268,0.158942,0.200945,-0.468852
data/test12.txt,12,-1,3,3,32,-1.0000,0.000351,0.012080,0.024027,0.000246,0.011349,0.108833,2.356712
data/test13.txt,12,-1,3,3,32,-1.0000,0.002411,0.003039,0.002999,0.000249,0.007139,0.020595,3.265171
data/test14.txt,12,-1,3,3,32,-1.0000,0.000311,0.003055,0.002992,0.000270,0.006424,0.020813,11.242147
data/test16.txt,6,-1,3,3,32,-1.0000,0.000482,0.026058,0.026000,0.000214,0.571766,0.730736,1.106871
data/test1.txt,10,5,3,3,32,3.8247,0.000511,0.026041,0.008025,0.000228,0.181630,0.265128,0.968869
data/test1_wam.txt,10,-1,3,3,32,-1.0000,0.000502,0.026060,0.007658,0.000393,0.083446,0.208427,1.459887
data/test22.txt,5,-1,3,3,32,-1.0000,0.008982,0.039015,0.026013,0.000327,0.178154,0.361080,1.920653
data/test23.txt,10,-1,3,3,32,-1.0000,0.012275,0.025994,0.014050,0.000263,0.854453,1.000635,1.542578
data/test25.txt,10,-1,3,3,32,-1.0000,0.003945,0.025075,0.004973,0.000236,0.304841,0.413941,1.066853
data/test26.txt,8,-1,3,3,32,-1.0000,0.000672,0.013240,0.000190,0.000217,0.183081,0.220623,3.537213
data/test27.txt,3,-1,3,3,32,-1.0000,0.000322,0.025990,0.012861,0.000229,0.030070,0.134506,-0.000000
data/test28.txt,12,-1,3,3,32,-1.0000,0.000944,0.005170,0.026013,0.000290,0.724979,0.829948,-0.906346
data/test29.txt,4,-1,3,3,32,-1.0000,0.000439,0.026006,0.026006,0.000260,0.153845,0.309802,1.714588
data/test2.txt,43,4,3,3,32,3.9149,0.014521,0.026001,0.022401,0.000924,1.048558,1.187708,1.127968
data/test2_wam.txt,43,-1,3,3,32,-1.0000,0.012047,0.026135,0.052000,0.000834,0.104959,0.278001,1.679948
data/test30.txt,12,-1,3,3,32,-1.0000,0.000474,0.052021,0.025919,0.000305,0.085632,0.257389,-0.468852
data/test31.txt,3,-1,3,3,32,-1.0000,0.000318,0.026039,0.026024,0.000350,0.053382,0.193543,0.000000
data/test3.txt,15,6,3,3,32,4.4316,0.000583,0.009015,0.026070,0.000333,0.803989,0.908113,1.104672
data/test3_wam.txt,15,-1,3,3,32,-1.0000,0.010121,0.022004,0.026039,0.000333,0.390035,0.530005,3.555906
data/test4.txt,14,4,3,3,32,4.0100,0.000614,0.022558,0.001983,0.000314,0.331495,0.409623,0.902323
data/test4_wam.txt,14,-1,3,3,32,-1.0000,0.011147,0.026003,0.026026,0.000350,0.417653,0.560644,0.542251
data/test5.txt,23,3,3,3,32,2.9702,0.000636,0.002873,0.022468,0.000388,0.329221,0.406170,0.896920
data/test5_wam.txt,23,-1,3,3,32,-1.0000,0.013211,0.026006,0.053849,0.000422,0.934687,1.133713,0.906791
data/test6.txt,37,3,3,3,32,3.3110,0.000969,0.026268,0.025673,0.000637,0.040942,0.152230,0.971594
data/test6_wam.txt,37,-1,3,3,32,-1.0000,0.000854,0.026011,0.034388,0.000646,0.631920,0.787915,0.784994
data/test7.txt,40,4,3,3,32,3.9786,0.076907,0.026009,0.051993,0.000708,0.113222,0.344217,0.988078
data/test7_wam.txt,40,-1,3,3,32,-1.0000,0.001007,0.003987,0.029956,0.000709,1.293958,1.423935,1.060457
data/test8_j.txt,6,-1,3,3,32,-1.0000,0.000414,0.004168,0.019259,0.000229,0.028166,0.080748,-6.131242
data/test8.txt,30,6,3,3,32,4.6636,0.000785,0.026847,0.028466,0.000508,0.446837,0.602994,0.895050
data/test8_wam.txt,30,-1,3,3,32,-1.0000,0.000583,0.025997,0.026347,0.000381,0.690167,0.846138,0.729401
data/test9.txt,22,4,3,3,32,3.8130,0.012286,0.035969,0.043841,0.000376,0.679748,0.884720,1.141400
data/test9_wam.txt,22,-1,3,3,32,-1.0000,0.000648,0.034005,0.037064,0.000396,0.028077,0.197880,1.429701
